Região Geográfica;Unidade da Federação;Município;Código do Município;Número de Matrículas da Educação Básica;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Total1-3;Sexo e Cor/Raça;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Feminino;;;;;;;Masculino;;;;;;;;;;;;;;;;
;;;;;Total;Não Declarada;Branca;Preta;Parda;Amarela;Indígena;Total;Não Declarada;Branca;Preta;Parda;Amarela;Indígena;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Centro-Oeste  ; Mato Grosso  ; Tangará da Serra  ;5107958; 23.676 ; 11.810 ; 7.530 ; 1.802 ; 152 ; 2.036 ; 40 ; 250 ; 11.866 ; 7.588 ; 1.718 ; 156 ; 2.115 ; 48 ; 241 ;;;;;;;;;;
 Centro-Oeste  ; Mato Grosso  ; Tapurah  ;5108006; 3.544 ; 1.773 ; 1.012 ; 337 ; 46 ; 378 ; -   ; -   ; 1.771 ; 984 ; 353 ; 40 ; 394 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Mato Grosso  ; Terra Nova do Norte  ;5108055; 2.762 ; 1.394 ; 1.150 ; 125 ; 6 ; 108 ; 4 ; 1 ; 1.368 ; 1.090 ; 141 ; 11 ; 123 ; 1 ; 2 ;;;;;;;;;;
 Centro-Oeste  ; Mato Grosso  ; Tesouro  ;5108105; 613 ; 306 ; 165 ; 31 ; 4 ; 106 ; -   ; -   ; 307 ; 170 ; 33 ; 3 ; 101 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Mato Grosso  ; Torixoréu  ;5108204; 626 ; 312 ; 296 ; 8 ; -   ; 8 ; -   ; -   ; 314 ; 296 ; 1 ; -   ; 16 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Mato Grosso  ; União do Sul  ;5108303; 1.107 ; 547 ; 172 ; 169 ; 14 ; 192 ; -   ; -   ; 560 ; 178 ; 155 ; 12 ; 215 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Mato Grosso  ; Vale de São Domingos  ;5108352; 756 ; 355 ; 241 ; 57 ; 7 ; 50 ; -   ; -   ; 401 ; 283 ; 54 ; 2 ; 62 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Mato Grosso  ; Várzea Grande  ;5108402; 71.034 ; 34.974 ; 14.623 ; 4.091 ; 1.200 ; 14.949 ; 90 ; 21 ; 36.060 ; 15.220 ; 3.996 ; 1.298 ; 15.444 ; 93 ; 9 ;;;;;;;;;;
 Centro-Oeste  ; Mato Grosso  ; Vera  ;5108501; 2.678 ; 1.313 ; 564 ; 289 ; 17 ; 440 ; 3 ; -   ; 1.365 ; 573 ; 304 ; 13 ; 472 ; 3 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Mato Grosso  ; Vila Bela da Santíssima Trindade  ;5105507; 3.989 ; 1.928 ; 1.884 ; 9 ; 5 ; 30 ; -   ; -   ; 2.061 ; 2.025 ; 7 ; 4 ; 23 ; -   ; 2 ;;;;;;;;;;
 Centro-Oeste  ; Mato Grosso  ; Vila Rica  ;5108600; 4.598 ; 2.342 ; 1.171 ; 498 ; 60 ; 599 ; 8 ; 6 ; 2.256 ; 1.097 ; 453 ; 58 ; 632 ; 6 ; 10 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ;    ; ; 1.462.739 ; 719.799 ; 283.958 ; 145.759 ; 15.466 ; 270.988 ; 3.145 ; 483 ; 742.940 ; 291.185 ; 146.370 ; 17.173 ; 284.290 ; 3.309 ; 613 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Abadia de Goiás  ;5200050; 4.099 ; 1.974 ; 519 ; 413 ; 70 ; 936 ; 35 ; 1 ; 2.125 ; 560 ; 417 ; 75 ; 1.035 ; 38 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Abadiânia  ;5200100; 3.543 ; 1.754 ; 522 ; 535 ; 10 ; 678 ; 7 ; 2 ; 1.789 ; 516 ; 526 ; 20 ; 716 ; 9 ; 2 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Acreúna  ;5200134; 4.510 ; 2.140 ; 693 ; 393 ; 27 ; 1.027 ; -   ; -   ; 2.370 ; 756 ; 420 ; 41 ; 1.150 ; 3 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Adelândia  ;5200159; 400 ; 178 ; 8 ; 69 ; 5 ; 96 ; -   ; -   ; 222 ; 10 ; 83 ; 4 ; 125 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Água Fria de Goiás  ;5200175; 1.036 ; 502 ; 65 ; 105 ; 18 ; 311 ; 3 ; -   ; 534 ; 66 ; 112 ; 16 ; 336 ; 4 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Água Limpa  ;5200209; 425 ; 217 ; 130 ; 62 ; 1 ; 24 ; -   ; -   ; 208 ; 119 ; 67 ; 1 ; 21 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Águas Lindas de Goiás  ;5200258; 51.914 ; 25.849 ; 12.005 ; 3.510 ; 701 ; 9.496 ; 116 ; 21 ; 26.065 ; 11.929 ; 3.535 ; 735 ; 9.720 ; 128 ; 18 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Alexânia  ;5200308; 6.434 ; 3.155 ; 1.431 ; 674 ; 38 ; 1.000 ; 11 ; 1 ; 3.279 ; 1.550 ; 653 ; 35 ; 1.028 ; 11 ; 2 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Aloândia  ;5200506; 325 ; 157 ; 30 ; 64 ; 2 ; 60 ; 1 ; -   ; 168 ; 29 ; 76 ; 1 ; 61 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Alto Horizonte  ;5200555; 1.649 ; 828 ; 282 ; 40 ; 11 ; 495 ; -   ; -   ; 821 ; 293 ; 40 ; 3 ; 484 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Alto Paraíso de Goiás  ;5200605; 2.483 ; 1.237 ; 764 ; 139 ; 44 ; 286 ; 2 ; 2 ; 1.246 ; 770 ; 136 ; 58 ; 277 ; 5 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Alvorada do Norte  ;5200803; 2.056 ; 950 ; 560 ; 32 ; 11 ; 347 ; -   ; -   ; 1.106 ; 666 ; 31 ; 14 ; 392 ; 2 ; 1 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Amaralina  ;5200829; 558 ; 284 ; 164 ; 7 ; 3 ; 109 ; 1 ; -   ; 274 ; 144 ; 13 ; 4 ; 113 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Americano do Brasil  ;5200852; 929 ; 467 ; 278 ; 73 ; 1 ; 113 ; 1 ; 1 ; 462 ; 276 ; 67 ; 1 ; 118 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Amorinópolis  ;5200902; 516 ; 242 ; 169 ; 35 ; 2 ; 36 ; -   ; -   ; 274 ; 180 ; 41 ; 2 ; 50 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Anápolis  ;5201108; 86.304 ; 42.199 ; 15.798 ; 9.750 ; 622 ; 15.886 ; 132 ; 11 ; 44.105 ; 16.290 ; 10.097 ; 706 ; 16.882 ; 117 ; 13 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Anhanguera  ;5201207; 197 ; 85 ; 62 ; 12 ; 1 ; 10 ; -   ; -   ; 112 ; 89 ; 20 ; -   ; 2 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Anicuns  ;5201306; 3.523 ; 1.773 ; 447 ; 378 ; 24 ; 913 ; 10 ; 1 ; 1.750 ; 415 ; 377 ; 38 ; 912 ; 8 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Aparecida de Goiânia  ;5201405; 107.503 ; 52.918 ; 26.387 ; 6.595 ; 1.172 ; 18.480 ; 257 ; 27 ; 54.585 ; 27.616 ; 6.542 ; 1.437 ; 18.678 ; 280 ; 32 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Aparecida do Rio Doce  ;5201454; 667 ; 335 ; 234 ; 40 ; 6 ; 54 ; 1 ; -   ; 332 ; 223 ; 40 ; 4 ; 57 ; 8 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Aporé  ;5201504; 1.197 ; 579 ; 257 ; 141 ; 4 ; 174 ; 3 ; -   ; 618 ; 271 ; 150 ; 5 ; 190 ; 2 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Araçu  ;5201603; 630 ; 324 ; 113 ; 80 ; 4 ; 126 ; 1 ; -   ; 306 ; 121 ; 76 ; 4 ; 105 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Aragarças  ;5201702; 3.461 ; 1.666 ; 971 ; 170 ; 11 ; 468 ; 1 ; 45 ; 1.795 ; 983 ; 184 ; 10 ; 519 ; -   ; 99 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Aragoiânia  ;5201801; 2.204 ; 1.045 ; 380 ; 110 ; 51 ; 503 ; 1 ; -   ; 1.159 ; 412 ; 101 ; 66 ; 578 ; 2 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Araguapaz  ;5202155; 1.589 ; 790 ; 73 ; 70 ; 14 ; 631 ; 2 ; -   ; 799 ; 76 ; 60 ; 15 ; 646 ; 2 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Arenópolis  ;5202353; 610 ; 298 ; 70 ; 104 ; 6 ; 117 ; 1 ; -   ; 312 ; 49 ; 128 ; 6 ; 129 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Aruanã  ;5202502; 1.906 ; 897 ; 216 ; 205 ; 38 ; 401 ; 2 ; 35 ; 1.009 ; 205 ; 235 ; 41 ; 482 ; 2 ; 44 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Aurilândia  ;5202601; 441 ; 200 ; 104 ; 42 ; 8 ; 44 ; 2 ; -   ; 241 ; 119 ; 37 ; 11 ; 73 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Avelinópolis  ;5202809; 567 ; 272 ; 203 ; 5 ; 3 ; 61 ; -   ; -   ; 295 ; 222 ; 3 ; 3 ; 67 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Baliza  ;5203104; 577 ; 262 ; 170 ; 34 ; 3 ; 55 ; -   ; -   ; 315 ; 210 ; 21 ; 2 ; 82 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Barro Alto  ;5203203; 2.580 ; 1.247 ; 471 ; 216 ; 27 ; 517 ; 13 ; 3 ; 1.333 ; 512 ; 219 ; 40 ; 555 ; 6 ; 1 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Bela Vista de Goiás  ;5203302; 6.451 ; 3.143 ; 1.299 ; 742 ; 55 ; 1.034 ; 12 ; 1 ; 3.308 ; 1.384 ; 755 ; 44 ; 1.109 ; 15 ; 1 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Bom Jardim de Goiás  ;5203401; 1.349 ; 644 ; 388 ; 90 ; 2 ; 162 ; 2 ; -   ; 705 ; 419 ; 90 ; 2 ; 193 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Bom Jesus de Goiás  ;5203500; 5.025 ; 2.486 ; 347 ; 750 ; 29 ; 1.359 ; 1 ; -   ; 2.539 ; 352 ; 708 ; 33 ; 1.445 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Bonfinópolis  ;5203559; 1.814 ; 865 ; 541 ; 94 ; 7 ; 223 ; -   ; -   ; 949 ; 625 ; 67 ; 6 ; 251 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Bonópolis  ;5203575; 701 ; 350 ; 282 ; 16 ; 11 ; 40 ; 1 ; -   ; 351 ; 280 ; 13 ; 9 ; 48 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Brazabrantes  ;5203609; 716 ; 364 ; 330 ; 10 ; 1 ; 23 ; -   ; -   ; 352 ; 322 ; 8 ; -   ; 22 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Britânia  ;5203807; 1.550 ; 771 ; 430 ; 49 ; 12 ; 279 ; -   ; 1 ; 779 ; 413 ; 63 ; 15 ; 284 ; 1 ; 3 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Buriti Alegre  ;5203906; 1.920 ; 922 ; 418 ; 248 ; 15 ; 240 ; 1 ; -   ; 998 ; 431 ; 296 ; 14 ; 253 ; 4 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Buriti de Goiás  ;5203939; 504 ; 226 ; -   ; 92 ; 2 ; 130 ; 2 ; -   ; 278 ; -   ; 92 ; 9 ; 176 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Buritinópolis  ;5203962; 720 ; 375 ; 216 ; 34 ; 2 ; 120 ; 3 ; -   ; 345 ; 192 ; 25 ; 3 ; 125 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Cabeceiras  ;5204003; 1.854 ; 925 ; 653 ; 40 ; 6 ; 223 ; 3 ; -   ; 929 ; 703 ; 20 ; 3 ; 201 ; 2 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Cachoeira Alta  ;5204102; 2.288 ; 1.104 ; 332 ; 173 ; 39 ; 553 ; 4 ; 3 ; 1.184 ; 351 ; 170 ; 37 ; 608 ; 12 ; 6 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Cachoeira de Goiás  ;5204201; 242 ; 119 ; 73 ; 18 ; 2 ; 26 ; -   ; -   ; 123 ; 76 ; 18 ; 2 ; 27 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Cachoeira Dourada  ;5204250; 1.515 ; 741 ; 149 ; 175 ; 12 ; 399 ; 6 ; -   ; 774 ; 180 ; 179 ; 14 ; 393 ; 8 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Caçu  ;5204300; 2.513 ; 1.266 ; 313 ; 457 ; 41 ; 450 ; 5 ; -   ; 1.247 ; 306 ; 460 ; 42 ; 434 ; 5 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Caiapônia  ;5204409; 2.836 ; 1.408 ; 521 ; 354 ; 35 ; 484 ; 14 ; -   ; 1.428 ; 572 ; 317 ; 35 ; 490 ; 13 ; 1 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Caldas Novas  ;5204508; 22.445 ; 11.334 ; 3.157 ; 3.267 ; 304 ; 4.568 ; 35 ; 3 ; 11.111 ; 3.077 ; 3.137 ; 314 ; 4.556 ; 25 ; 2 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Caldazinha  ;5204557; 827 ; 401 ; 349 ; 20 ; 3 ; 29 ; -   ; -   ; 426 ; 374 ; 16 ; 1 ; 35 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Campestre de Goiás  ;5204607; 821 ; 377 ; 98 ; 27 ; 1 ; 251 ; -   ; -   ; 444 ; 108 ; 34 ; 5 ; 297 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Campinaçu  ;5204656; 824 ; 392 ; 190 ; 40 ; 3 ; 158 ; 1 ; -   ; 432 ; 210 ; 43 ; 7 ; 166 ; 4 ; 2 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Campinorte  ;5204706; 2.258 ; 1.094 ; 896 ; 59 ; 3 ; 136 ; -   ; -   ; 1.164 ; 951 ; 63 ; 7 ; 142 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Campo Alegre de Goiás  ;5204805; 1.500 ; 697 ; 466 ; 99 ; -   ; 132 ; -   ; -   ; 803 ; 547 ; 105 ; 5 ; 146 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Campo Limpo de Goiás  ;5204854; 1.763 ; 854 ; 275 ; 206 ; 29 ; 343 ; 1 ; -   ; 909 ; 277 ; 202 ; 29 ; 398 ; 1 ; 2 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Campos Belos  ;5204904; 4.658 ; 2.352 ; 1.043 ; 233 ; 53 ; 1.022 ; 1 ; -   ; 2.306 ; 1.012 ; 228 ; 68 ; 995 ; 2 ; 1 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Campos Verdes  ;5204953; 791 ; 393 ; 300 ; 7 ; 2 ; 83 ; 1 ; -   ; 398 ; 296 ; 12 ; 1 ; 87 ; 1 ; 1 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Carmo do Rio Verde  ;5205000; 1.604 ; 778 ; 272 ; 214 ; 5 ; 283 ; 4 ; -   ; 826 ; 281 ; 225 ; 10 ; 308 ; 2 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Castelândia  ;5205059; 665 ; 320 ; 34 ; 60 ; 9 ; 217 ; -   ; -   ; 345 ; 34 ; 56 ; 7 ; 248 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Catalão  ;5205109; 23.698 ; 11.524 ; 6.405 ; 2.930 ; 130 ; 1.950 ; 97 ; 12 ; 12.174 ; 6.790 ; 2.987 ; 117 ; 2.158 ; 115 ; 7 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Caturaí  ;5205208; 950 ; 481 ; 122 ; 109 ; 9 ; 231 ; 10 ; -   ; 469 ; 133 ; 102 ; 9 ; 219 ; 6 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Cavalcante  ;5205307; 2.425 ; 1.161 ; 734 ; 51 ; 132 ; 235 ; 5 ; 4 ; 1.264 ; 788 ; 49 ; 156 ; 261 ; 10 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Ceres  ;5205406; 6.031 ; 3.097 ; 907 ; 1.048 ; 44 ; 1.076 ; 21 ; 1 ; 2.934 ; 797 ; 1.057 ; 40 ; 1.024 ; 15 ; 1 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Cezarina  ;5205455; 1.687 ; 822 ; 691 ; 54 ; 6 ; 70 ; 1 ; -   ; 865 ; 749 ; 51 ; 4 ; 61 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Chapadão do Céu  ;5205471; 3.556 ; 1.770 ; 479 ; 660 ; 32 ; 588 ; 8 ; 3 ; 1.786 ; 473 ; 696 ; 30 ; 578 ; 8 ; 1 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Cidade Ocidental  ;5205497; 20.448 ; 9.941 ; 2.700 ; 2.392 ; 369 ; 4.414 ; 46 ; 20 ; 10.507 ; 2.726 ; 2.397 ; 442 ; 4.871 ; 56 ; 15 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Cocalzinho de Goiás  ;5205513; 4.767 ; 2.294 ; 469 ; 452 ; 44 ; 1.323 ; 6 ; -   ; 2.473 ; 432 ; 524 ; 62 ; 1.441 ; 14 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Colinas do Sul  ;5205521; 1.042 ; 511 ; 426 ; 10 ; 3 ; 72 ; -   ; -   ; 531 ; 441 ; 8 ; 10 ; 71 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Córrego do Ouro  ;5205703; 368 ; 185 ; 87 ; 50 ; 1 ; 38 ; 9 ; -   ; 183 ; 96 ; 38 ; -   ; 35 ; 14 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Corumbá de Goiás  ;5205802; 1.587 ; 775 ; 222 ; 138 ; 7 ; 406 ; 2 ; -   ; 812 ; 204 ; 167 ; 17 ; 419 ; 5 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Corumbaíba  ;5205901; 1.736 ; 817 ; 218 ; 361 ; 8 ; 220 ; 10 ; -   ; 919 ; 266 ; 365 ; 4 ; 272 ; 12 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Cristalina  ;5206206; 14.540 ; 7.127 ; 3.868 ; 1.043 ; 116 ; 2.075 ; 12 ; 13 ; 7.413 ; 3.965 ; 1.061 ; 156 ; 2.200 ; 25 ; 6 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Cristianópolis  ;5206305; 805 ; 368 ; 218 ; 74 ; 2 ; 74 ; -   ; -   ; 437 ; 269 ; 79 ; 12 ; 77 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Crixás  ;5206404; 3.314 ; 1.598 ; 514 ; 269 ; 33 ; 780 ; 2 ; -   ; 1.716 ; 581 ; 273 ; 39 ; 818 ; 4 ; 1 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Cromínia  ;5206503; 723 ; 386 ; 62 ; 109 ; 21 ; 194 ; -   ; -   ; 337 ; 62 ; 97 ; 16 ; 162 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Cumari  ;5206602; 470 ; 226 ; 120 ; 90 ; 4 ; 11 ; 1 ; -   ; 244 ; 122 ; 111 ; 1 ; 10 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Damianópolis  ;5206701; 706 ; 329 ; 302 ; 4 ; 3 ; 20 ; -   ; -   ; 377 ; 342 ; 7 ; -   ; 27 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Damolândia  ;5206800; 501 ; 236 ; 77 ; 82 ; 8 ; 69 ; -   ; -   ; 265 ; 78 ; 93 ; 4 ; 90 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Davinópolis  ;5206909; 413 ; 210 ; 116 ; 26 ; -   ; 66 ; 2 ; -   ; 203 ; 94 ; 22 ; 6 ; 81 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Diorama  ;5207105; 382 ; 199 ; 187 ; 6 ; -   ; 6 ; -   ; -   ; 183 ; 177 ; 1 ; -   ; 5 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Divinópolis de Goiás  ;5208301; 1.053 ; 550 ; 352 ; 26 ; 2 ; 169 ; 1 ; -   ; 503 ; 342 ; 25 ; -   ; 136 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Doverlândia  ;5207253; 1.188 ; 569 ; 283 ; 84 ; 2 ; 200 ; -   ; -   ; 619 ; 297 ; 68 ; 5 ; 248 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Edealina  ;5207352; 697 ; 350 ; 70 ; 145 ; 3 ; 131 ; -   ; 1 ; 347 ; 72 ; 134 ; 4 ; 137 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Edéia  ;5207402; 2.312 ; 1.084 ; 381 ; 240 ; 8 ; 454 ; 1 ; -   ; 1.228 ; 458 ; 256 ; 10 ; 501 ; 3 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Estrela do Norte  ;5207501; 670 ; 341 ; 203 ; 39 ; 9 ; 89 ; 1 ; -   ; 329 ; 170 ; 48 ; 7 ; 104 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Faina  ;5207535; 1.123 ; 546 ; 122 ; 64 ; 21 ; 338 ; 1 ; -   ; 577 ; 118 ; 52 ; 12 ; 392 ; 2 ; 1 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Fazenda Nova  ;5207600; 885 ; 428 ; 143 ; 108 ; 5 ; 171 ; 1 ; -   ; 457 ; 154 ; 101 ; 8 ; 193 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Firminópolis  ;5207808; 1.584 ; 762 ; 405 ; 161 ; 5 ; 191 ; -   ; -   ; 822 ; 451 ; 165 ; 1 ; 205 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Flores de Goiás  ;5207907; 1.986 ; 975 ; 821 ; 19 ; 20 ; 114 ; 1 ; -   ; 1.011 ; 839 ; 21 ; 28 ; 121 ; 1 ; 1 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Formosa  ;5208004; 25.817 ; 12.816 ; 4.214 ; 2.222 ; 379 ; 5.935 ; 56 ; 10 ; 13.001 ; 4.054 ; 2.203 ; 432 ; 6.251 ; 47 ; 14 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Formoso  ;5208103; 833 ; 395 ; 281 ; 40 ; 8 ; 63 ; 3 ; -   ; 438 ; 319 ; 36 ; 3 ; 79 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Gameleira de Goiás  ;5208152; 785 ; 385 ; 76 ; 114 ; 2 ; 191 ; 1 ; 1 ; 400 ; 72 ; 121 ; -   ; 207 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Goianápolis  ;5208400; 3.077 ; 1.502 ; 478 ; 194 ; 9 ; 807 ; 14 ; -   ; 1.575 ; 445 ; 203 ; 9 ; 907 ; 11 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Goiandira  ;5208509; 826 ; 419 ; 210 ; 101 ; 11 ; 95 ; 2 ; -   ; 407 ; 205 ; 95 ; 7 ; 98 ; 2 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Goianésia  ;5208608; 16.485 ; 8.359 ; 4.231 ; 1.324 ; 145 ; 2.642 ; 13 ; 4 ; 8.126 ; 4.135 ; 1.219 ; 112 ; 2.648 ; 8 ; 4 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Goiânia  ;5208707; 275.251 ; 135.480 ; 36.746 ; 37.081 ; 3.129 ; 57.779 ; 663 ; 82 ; 139.771 ; 36.728 ; 37.566 ; 3.492 ; 61.224 ; 673 ; 88 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Goianira  ;5208806; 16.587 ; 8.246 ; 4.652 ; 945 ; 309 ; 2.316 ; 20 ; 4 ; 8.341 ; 4.626 ; 970 ; 322 ; 2.392 ; 26 ; 5 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Goiás  ;5208905; 4.110 ; 2.011 ; 318 ; 440 ; 69 ; 1.169 ; 7 ; 8 ; 2.099 ; 325 ; 411 ; 100 ; 1.227 ; 1 ; 35 ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Goiatuba  ;5209101; 6.840 ; 3.430 ; 1.712 ; 854 ; 44 ; 812 ; 8 ; -   ; 3.410 ; 1.786 ; 784 ; 35 ; 798 ; 7 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Gouvelândia  ;5209150; 1.004 ; 500 ; 77 ; 92 ; 7 ; 324 ; -   ; -   ; 504 ; 64 ; 92 ; 8 ; 340 ; -   ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Guapó  ;5209200; 3.913 ; 1.923 ; 968 ; 252 ; 29 ; 666 ; 7 ; 1 ; 1.990 ; 1.028 ; 212 ; 42 ; 707 ; 1 ; -   ;;;;;;;;;;
 Centro-Oeste  ; Goiás  ; Guaraíta  ;5209291; 322 ; 142 ; 4 ; 64 ; 9 ; 65 ; -   ; -   ; 180 ; 7 ; 67 ; 12 ; 94 ; -   ; -   ;;;;;;;;;;
